"date","IWF","IWD","SPY","IWP","IWS","MDY","IWO","IWN","IWM"
2013-01-31,0.0156508595670402,0.0376210795843755,0.0246162418385231,0.0348072243840921,0.0489658751927005,0.0410608643221439,0.0356533877779625,0.0271111286905955,0.0315255825527729
2013-02-28,0.0107824937178358,0.0120623247784921,0.0126777537858352,0.00911038509254813,0.016896490462823,0.00826307905796866,0.010180144970003,0.00994904240051646,0.00999660999527457
2013-03-28,0.037016579385338,0.03951833040223,0.0372678206251886,0.0398938041546576,0.0410278343473441,0.0472957521338181,0.0491455360358349,0.0401221973203732,0.0455376514425753
2013-04-30,0.0209361046348397,0.0149184796283461,0.0190304125587982,0.0144928447618334,0.0130720740460586,0.00594289537801422,-0.00596373213079,0.000357876840065559,-0.00350078671637683
2013-05-31,0.0191627958628769,0.0263519111965574,0.0233355130376808,0.0256245911952341,0.0169976341726721,0.0226363949086333,0.0500356738095597,0.0291515763436083,0.0385665925140929
2013-06-28,-0.0210849747131497,-0.00950182583655326,-0.0134347341682679,-0.0135662611688342,-0.0140580428522748,-0.0232189531452124,-0.00875012841880378,-0.00487787536906907,-0.0082132687767679
2013-07-31,0.0539759338916299,0.0526982261968666,0.0503860664353737,0.061532870793987,0.0535545719722328,0.0645531635779042,0.0753880541437246,0.0633328586874765,0.0707765488812798
2013-08-30,-0.0176788669195935,-0.0390062730724209,-0.0304513913165192,-0.0204329167665213,-0.0355026251887978,-0.0394079811385747,-0.020713261128462,-0.0455362821980756,-0.032153169048236
2013-09-30,0.0433997049993512,0.0250759997053488,0.0311557746766762,0.0494905496521372,0.0409892289233596,0.0521646152834806,0.0701476942581584,0.0561184119713885,0.0628724897970252
2013-10-31,0.0431721657373538,0.0429171094948583,0.045266904689675,0.025876753915618,0.0447872497452295,0.0355468630885152,0.0165499762601531,0.0315782853237508,0.0239120802787323
2013-11-29,0.0270649352326502,0.0268643447789384,0.0292067278815154,0.0212067818505538,0.00953027723963566,0.0123318575390408,0.0405158000011053,0.0370510033360717,0.0388015187021473
2013-12-31,0.0280788004352243,0.0246341616413235,0.0255960806663708,0.031185488292753,0.0276907874694974,0.0311061056028681,0.0191424916231078,0.0201443971412362,0.0200099903360476
2014-01-31,-0.0295182828476583,-0.0365525993425618,-0.0358847319997895,-0.0227796584423588,-0.0184310282359175,-0.0224450079191326,-0.0162181870776764,-0.0395665638527129,-0.0281315838963032
2014-02-28,0.050016502927309,0.0419535970656375,0.0445109473655492,0.0606958211304434,0.0528347254939844,0.047477184821208,0.0465266425604213,0.0445792565271094,0.0466821246173806
2014-03-31,-0.0103473034854072,0.0239943603342806,0.00826089176438922,-0.0185982459923341,0.0149095124378919,0.0034437583806821,-0.0245895411488866,0.0119622292918734,-0.00751265789890345
2014-04-30,0.000693128664571719,0.00907814121621336,0.00692758951307426,-0.0151487002491679,0.00406546005430899,-0.0149980031198684,-0.0525863037362527,-0.0256128419561709,-0.0381965451537073
2014-05-30,0.0299176491995831,0.0139704814594273,0.0229412599903087,0.0273122667096438,0.0166696263496647,0.0162343126981215,0.00971332417134169,0.00588374003062842,0.00782776568475299
2014-06-30,0.0188722595570094,0.0251987681732417,0.0204349083211566,0.0307266646876728,0.0341815240852584,0.0408695084693385,0.06006948122458,0.0434441499732743,0.0513773824617786
2014-07-31,-0.0151586900252924,-0.0172281905470052,-0.0135289275262052,-0.0304561263996706,-0.0305394564821731,-0.0448584430057144,-0.0625556975304443,-0.0635255499911088,-0.0624533319997279
2014-08-29,0.0440670099464642,0.035804986731661,0.0387047366066342,0.0520663805630801,0.040958981957135,0.0493768588162496,0.0535435053936808,0.0424602226198253,0.0471656101119023
2014-09-30,-0.0145353982899112,-0.0204581121857668,-0.0138924004083582,-0.0304277487747491,-0.0387849809757641,-0.0464594324115661,-0.0528644504900549,-0.0687285702992398,-0.0611086793098737
2014-10-31,0.0251100250750738,0.020861944025111,0.0232781183479282,0.0275733533393375,0.0339870730258537,0.0346872924723212,0.0594221228915524,0.0673670582832091,0.0638523010672878
2014-11-28,0.0323574816985816,0.0217766482196245,0.0271011335564733,0.0326051421297781,0.0176562094233583,0.018197111490615,0.00752783840049645,-0.00380448331623583,0.00111496395007964
2014-12-31,-0.0111563722769634,0.00536010698735378,-0.00253953447743653,-0.00298103670850353,0.00698826306607681,0.00829574194310939,0.0289414437747072,0.0261135810278504,0.0285183735740078
2015-01-30,-0.0147505475316751,-0.0402633378896228,-0.0300771076755796,-0.0168743637577629,-0.0143377314925609,-0.0110470094414732,-0.0232347474189246,-0.0435175982467632,-0.0333194795557089
2015-02-27,0.0638348158302253,0.0465653103385666,0.054681499266258,0.0663639798504849,0.0400346854764752,0.0490693195299796,0.0696877379540238,0.0453845470309389,0.0577635645845009
2015-03-31,-0.0118222230925789,-0.0140901766009769,-0.0158298769713004,0.00163718670296642,-0.00170149239346585,0.0132422815115754,0.0178930938129535,0.0171133445596233,0.0175448757751661
2015-04-30,0.0054441795030996,0.00878898013353649,0.00978575184748096,-0.00696769234408521,-0.0118962027216446,-0.014862624745433,-0.0298705059517181,-0.0217440474897634,-0.0259838802774874
2015-05-29,0.0130853320973968,0.0123285494104541,0.0127741311651547,0.0118573837220864,0.0177253000452322,0.0164847507527742,0.0354638556716224,0.00749713637780191,0.0221171125114716
2015-06-30,-0.0176196809354987,-0.0204391751249766,-0.0205212522766372,-0.0159789529178539,-0.0259612599288087,-0.0130153525964947,0.0142029051417047,0.00206187735098292,0.00779901507736092
2015-07-31,0.0335367508318271,0.0046713042421597,0.0223379474965679,0.0158604282101527,-0.0023468114431027,0.00106051662621328,0.00439249616363883,-0.0288018911756708,-0.0111008035975959
2015-08-31,-0.0630039038004225,-0.061517672280542,-0.0628867397255445,-0.0603571169002193,-0.0479979634797545,-0.0583052263440254,-0.0789299439912441,-0.0501612706126737,-0.0651893370159251
