"date","IWF","IWD","SPY","IWP","IWS","MDY","IWO","IWN","IWM"
2013-01-02,0,0,0,0,0,0,0,0,0
2013-01-03,-0.00268207251647508,-0.00147580117075887,-0.00226212673834553,-0.000155461502124593,0.000777761205235173,-0.000733378786757853,-0.000408261019984639,-0.00244273576032829,-0.00230659273813964
2013-01-04,0.00178874069142993,0.00762313745600444,0.0043824728011062,0.00619591392010966,0.00851532064603139,0.00694902365586784,0.00559438448770394,0.00603228787975088,0.00736297170774203
2013-01-07,-0.00119211684909251,-0.00440639515971974,-0.00273641218941488,-0.00278338272295045,-0.00405537572434393,-0.00276326071053127,-0.000811792239181026,-0.00500312597956758,-0.00378958112490651
2013-01-08,-0.00268800053411253,-0.00308251816147491,-0.00288174849680966,-0.00232551468079228,-0.00523770612692272,-0.0026667082906432,-0.000203051071393939,-0.000771454927052379,-0.000690929278643771
2013-01-09,0.00447605916033462,0.00294870716560059,0.00253897892039462,0.00526333481400632,0.00446340731033501,0.00610657853628163,0.0067795748611514,0.00282726934344914,0.00482428836919315
2013-01-10,0.00475179923966139,0.00826312319967105,0.00791822602609622,0.00262090083936666,0.00502266902422324,0.00207939924839335,0.00100815614864643,0.00281929842215554,0.00228940869957075
2013-01-11,0.00148074376515085,-0.000265408196943818,-6.80777281196653e-05,-0.000924491148492954,-0.000578365216709096,-0.00155914393008637,-0.000403240334287848,-0.00166506204527198,-0.00148768578516386
2013-01-14,-0.00296336453772738,0.00132659481314342,-0.000680147546085118,0.00184825578580177,0.00173327325937854,0.00192244965720824,-0.000100918697179461,0.000128226454713238,0.000572510841750822
2013-01-15,-0.000890871270229408,0.00251658521320498,0.000680147546085028,0.00368534302422143,0.00537469269219287,0.00486722132175165,0.00612978780507092,0.00268794429610794,0.00433913888211559
2013-01-16,0.000445790032368238,-0.000926334909510036,-0.00013610619891902,-0.00184087843246862,-0.00134121691118494,-0.00243055902525541,-0.00290924533810968,-0.00191929138977725,-0.00296689175101024
2013-01-17,0.00621476742414739,0.00672836782781323,0.00643943263425583,0.00749635876607934,0.00972812421605616,0.00855917865486766,0.00930057194601935,0.0091790561628574,0.00921328956722101
2013-01-18,0.00176869431383218,0.00315067147761695,0.00222721855577179,0.00182739463234125,0.0030328927280467,0.00210238959006197,0.00327946982444348,0.0029144458223059,0.00282680433758215
2013-01-22,0.00382137832968922,0.00679313844094391,0.00537913470154731,0.0051593792575389,0.0101676879496615,0.00831640274205333,0.00554079347549315,0.00819112644910461,0.00720008721522463
2013-01-23,0.00322184121519016,-0.000911603368304323,0.0016075048300235,-0.000454514894346583,-0.000561970373691436,-0.000101753861400639,-0.00246993469451338,-0.00251315343038361,-0.00235678022795716
2013-01-24,-0.0030753260750092,0.00442083431157875,0.000268402040509317,0.00573776280171245,0.00280740684413045,0.00486601049337064,0.00591709056479905,0.00163411467456421,0.00325289788509313
2013-01-25,0.00541191792827834,0.00685259096427935,0.00560626569986464,0.00988785202205757,0.00782017265701347,0.00946191682849748,0.00773785373218342,0.00376193084332172,0.00725354450563677
2013-01-28,-0.000875480289633222,-0.00180603406415506,-0.00119855367734022,-0.00358431998580716,-0.00167091844178063,-0.00150370262851746,-0.0011714020359289,0.00362234571853416,0.000666807601161163
2013-01-29,0.00145885450506089,0.00515038072611353,0.00392358094739411,-0.000898075500123271,0.00592725583248812,-0.000501999994246884,-0.001270703819598,0.0021173394275667,0.000555300933188223
